System,SCF Energy,S1,S2,S3,T1,T2,T3,Function
CNOO_CBFF_CNMeMe_CCl_CCFFF_CNOO,-1795.770428,1.89,3.71,3.74,-0.45,2.56,2.65,2.78
CNOO_CBFF_CNMeMe_CF_CCFFF_CNOO,-1435.411265,1.93,3.73,3.81,-0.57,2.61,2.64,3.06
CNOO_CBFF_CNMeMe_CBFF_CCFFF_CNOO,-1560.254737,1.99,3.74,3.9,0.14,2.62,2.67,1.7
CNOO_CBFF_CNMeMe_CH_CCFFF_CNOO,-1336.18829,1.99,3.73,3.8,0.13,2.63,2.67,1.74
CNOO_CBFF_CNMeMe_CSiHHH_CCFFF_CNOO,-1626.861158,1.87,3.71,3.72,-0.19,2.52,2.62,2.25
CNOO_CBFF_CNMeMe_CCHHH_CCFFF_CNOO,-1375.49445,1.87,3.63,3.75,-0.44,2.55,2.64,2.75
CNOO_CBFF_CNMeMe_CSH_CCFFF_CNOO,-1734.363779,1.89,3.2,3.7,-0.33,2.45,2.64,2.55
CNOO_CBFF_CNMeMe_COCHHH_CCFFF_CNOO,-1450.694613,1.9,3.67,3.76,-0.51,2.56,2.66,2.91
CNOO_CBFF_CNMeMe_COH_CCFFF_CNOO,-1411.408572,1.82,3.52,3.67,-0.88,2.41,2.64,3.58
CNOO_CBFF_CNMeMe_CNHH_CCFFF_CNOO,-1391.540547,1.7,3.22,3.4,-0.77,2.25,2.64,3.25
CNOO_CBFF_CNMeMe_CNMeMe_CCFFF_CNOO,-1470.132786,1.96,2.73,3.69,0.21,2.62,2.66,1.54
COH_CNOO_CCl_CBHH_CNOO_CCFFF,-1538.450257,3.43,3.69,3.82,2.26,2.68,2.79,-1.09
COH_CNOO_CCl_CBHH_CCN_CCFFF,-1426.177593,3.85,3.88,4.05,2.46,2.91,3.09,-1.08
COH_CNOO_CCl_CBHH_CCFFF_CCFFF,-1670.983436,3.81,3.95,4.12,2.53,2.92,3.18,-1.25
COH_CNOO_CCl_CBHH_CCl_CCFFF,-1793.544548,3.91,4.05,4.15,2.57,3.02,3.23,-1.22
COH_CNOO_CCl_CBHH_CF_CCFFF,-1433.176232,3.91,4.02,4.23,2.47,3.05,3.23,-1.02
COH_CNOO_CCl_CBHH_CBFF_CCFFF,-1558.015342,3.72,3.77,4.07,2.47,2.81,3.1,-1.21
COH_CNOO_CCl_CBHH_CBHH_CCFFF,-1359.408407,3.12,3.65,4.59,1.89,2.5,2.93,-0.67
COH_CNOO_CCl_CBHH_CH_CCFFF,-1333.939883,3.69,3.83,3.88,2.18,2.78,3.08,-0.67
COH_CNOO_CCl_CBHH_CSiHHH_CCFFF,-1624.634164,3.87,3.9,4.07,2.56,2.95,3.16,-1.25
COH_CNOO_CCl_CBHH_CCHHH_CCFFF,-1373.248623,3.86,3.93,4.03,2.41,2.95,3.2,-0.96
COH_CNOO_CCl_CBHH_CSH_CCFFF,-1732.153949,3.91,4.05,4.15,2.68,3.01,3.22,-1.44
COH_CNOO_CCl_CBHH_COCHHH_CCFFF,-1448.474438,3.95,4.12,4.24,2.64,3.03,3.34,-1.34
COH_CNOO_CCl_CBHH_COH_CCFFF,-1409.183451,3.96,4.14,4.3,2.64,3.02,3.38,-1.31
COH_CNOO_CCl_CBHH_CNHH_CCFFF,-1389.344902,3.95,4.19,4.26,2.77,3.02,3.34,-1.58
COH_CNOO_CCl_CBHH_CNMeMe_CCFFF,-1467.940078,3.94,4.14,4.21,2.73,3.04,3.32,-1.52
CNOO_COCHHH_CNMeMe_CBFF_CF_CNOO,-1212.858038,2.08,3.83,3.87,0.91,2.67,2.69,0.26
CCN_COCHHH_CNMeMe_CBFF_CF_CNOO,-1100.615982,1.99,3.8,3.91,0.74,2.6,2.7,0.5
CCFFF_COCHHH_CNMeMe_CBFF_CF_CNOO,-1345.4229,2.16,3.87,3.93,1.07,2.68,2.75,0.02
CCl_COCHHH_CNMeMe_CBFF_CF_CNOO,-1467.975401,2.19,3.78,3.91,1.09,2.66,2.7,0.01
CF_COCHHH_CNMeMe_CBFF_CF_CNOO,-1107.612812,2.22,3.78,3.91,1.1,2.66,2.69,0.02
CBFF_COCHHH_CNMeMe_CBFF_CF_CNOO,-1232.455465,2.17,3.88,3.91,1.11,2.69,2.71,-0.05
CBHH_COCHHH_CNMeMe_CBFF_CF_CNOO,-1033.816238,2.86,3.86,4.05,1.98,2.62,2.7,-1.1
CH_COCHHH_CNMeMe_CBFF_CF_CNOO,-1008.380422,2.21,3.84,3.92,1.15,2.69,2.72,-0.1
CCHHH_COCHHH_CNMeMe_CBFF_CF_CNOO,-1047.685809,2.33,3.84,3.91,1.32,2.7,2.75,-0.31
CSH_COCHHH_CNMeMe_CBFF_CF_CNOO,-1406.569989,2.29,3.61,3.9,1.17,2.5,2.72,-0.06
COCHHH_COCHHH_CNMeMe_CBFF_CF_CNOO,-1122.884776,2.5,3.75,3.95,1.57,2.71,2.75,-0.65
COH_COCHHH_CNMeMe_CBFF_CF_CNOO,-1083.610337,2.49,3.82,3.93,1.4,2.64,2.72,-0.3
CNHH_COCHHH_CNMeMe_CBFF_CF_CNOO,-1063.749423,2.81,3.57,3.96,2.11,2.28,2.79,-1.4
CSiHHH_COCHHH_CNMeMe_CBFF_CF_CNOO,-1299.057198,2.24,3.87,3.91,1.23,2.69,2.75,-0.23
CNMeMe_COCHHH_CNMeMe_CBFF_CF_CNOO,-1142.332935,2.84,3.85,3.95,1.9,2.75,2.82,-0.96
CCN_COCHHH_CNOO_CBFF_CF_CNOO,-1171.137059,2.63,3.9,3.95,1.77,2.49,2.64,-0.92
CCN_COCHHH_CCN_CBFF_CF_CNOO,-1058.900228,2.44,3.83,4.18,1.62,2.45,2.72,-0.79
CCN_COCHHH_CCFFF_CBFF_CF_CNOO,-1303.707332,2.59,3.91,4.3,1.73,2.51,2.77,-0.87
CCN_COCHHH_CCl_CBFF_CF_CNOO,-1426.255918,2.34,3.88,4.25,1.57,2.51,2.67,-0.8
CCN_COCHHH_CF_CBFF_CF_CNOO,-1065.892558,2.36,3.87,4.24,1.55,2.49,2.74,-0.74
CCN_COCHHH_CBFF_CBFF_CF_CNOO,-1190.745859,2.38,3.89,4.4,1.56,2.57,2.78,-0.74
CCN_COCHHH_CBHH_CBFF_CF_CNOO,-992.111191,1.58,3.54,3.77,0.88,2.45,2.68,-0.19
CCN_COCHHH_CH_CBFF_CF_CNOO,-966.671372,2.42,3.83,4.24,1.6,2.5,2.8,-0.78
CCN_COCHHH_CSiHHH_CBFF_CF_CNOO,-1257.346279,2.36,3.86,4.27,1.57,2.56,2.75,-0.78
CCN_COCHHH_CCHHH_CBFF_CF_CNOO,-1005.973705,2.34,3.86,4.25,1.57,2.56,2.7,-0.79
CCN_COCHHH_CSH_CBFF_CF_CNOO,-1364.852904,2.11,3.86,4.02,1.22,2.51,2.55,-0.33
CCN_COCHHH_COCHHH_CBFF_CF_CNOO,-1081.170767,2.29,3.85,4.22,1.51,2.54,2.7,-0.74
CCN_COCHHH_COH_CBFF_CF_CNOO,-1041.886254,2.32,3.88,4.23,1.36,2.52,2.64,-0.4
CCN_COCHHH_CNHH_CBFF_CF_CNOO,-1022.033378,1.96,3.91,3.94,0.8,2.61,2.7,0.36
CCN_CNOO_CNMeMe_CBFF_CF_CNOO,-1190.589348,2.65,3.84,4.1,1.52,2.65,2.68,-0.4
CCN_CCN_CNMeMe_CBFF_CF_CNOO,-1078.351125,2.34,3.88,4.05,1.24,2.64,2.66,-0.14
CCN_CCFFF_CNMeMe_CBFF_CF_CNOO,-1323.157278,2.52,3.87,4.11,1.32,2.67,2.67,-0.13
CCN_CCl_CNMeMe_CBFF_CF_CNOO,-1445.703496,2.07,3.83,3.93,0.92,2.58,2.68,0.23
CCN_CF_CNMeMe_CBFF_CF_CNOO,-1085.339297,2.05,3.84,3.93,0.75,2.61,2.69,0.55
CCN_CBFF_CNMeMe_CBFF_CF_CNOO,-1210.191555,2.56,3.86,4.12,1.46,2.66,2.68,-0.36
CCN_CBHH_CNMeMe_CBFF_CF_CNOO,-1011.552907,2.57,3.86,4.08,1.51,2.66,2.7,-0.45
CCN_CH_CNMeMe_CBFF_CF_CNOO,-986.117017,2.28,3.88,4,1.06,2.65,2.67,0.15
CCN_CSiHHH_CNMeMe_CBFF_CF_CNOO,-1276.790468,2.26,3.86,4,1.14,2.64,2.69,-0.02
CCN_CCHHH_CNMeMe_CBFF_CF_CNOO,-1025.417442,2.07,3.83,3.91,0.9,2.58,2.7,0.28
CCN_CSH_CNMeMe_CBFF_CF_CNOO,-1384.295192,2.18,3.38,3.88,1.11,2.56,2.68,-0.05
CCN_COH_CNMeMe_CBFF_CF_CNOO,-1061.330426,1.72,3.65,3.91,0.34,2.54,2.72,1.03
CCN_CNHH_CNMeMe_CBFF_CF_CNOO,-1041.463207,2.12,3.82,3.86,0.89,2.63,2.7,0.33
CCN_CNMeMe_CNMeMe_CBFF_CF_CNOO,-1120.050165,2.13,2.52,3.85,0.97,2.38,2.66,0.18
CCN_COH_CNMeMe_CBFF_CF_CCN,-949.091015,1.71,3.96,4.63,0.36,2.46,3.89,0.98
CCN_COH_CNMeMe_CBFF_CF_CCFFF,-1193.899936,1.81,4.18,4.65,0.49,2.7,3.93,0.83
CCN_COH_CNMeMe_CBFF_CF_CCl,-1316.449117,1.85,4,4.56,0.79,2.42,4.03,0.26
CCN_COH_CNMeMe_CBFF_CF_CF,-956.084966,1.91,4.15,4.5,0.91,2.47,4.16,0.1
CCN_COH_CNMeMe_CBFF_CF_CBFF,-1080.934127,1.72,4,4.5,0.31,2.61,3.81,1.1
CCN_COH_CNMeMe_CBFF_CF_CBHH,-882.294037,1.66,3.62,4.15,0.17,2.41,3.28,1.31
CCN_COH_CNMeMe_CBFF_CF_CH,-856.856149,1.84,4.2,4.48,0.66,2.66,4.14,0.53
CCN_COH_CNMeMe_CBFF_CF_CSiHHH,-1147.534503,1.82,4.1,4.43,0.6,2.64,4.03,0.61
CCN_COH_CNMeMe_CBFF_CF_CCHHH,-896.163877,1.85,4.1,4.43,0.82,2.53,4.09,0.22
CCN_COH_CNMeMe_CBFF_CF_CSH,-1255.040381,1.79,3.72,4.51,0.85,2.19,4.08,0.1
CCN_COH_CNMeMe_CBFF_CF_COCHHH,-971.36027,1.85,4.06,4.48,0.93,2.42,4.13,-0.01
CCN_COH_CNMeMe_CBFF_CF_COH,-932.077559,1.85,3.97,4.35,1,2.26,4.17,-0.14
CCN_COH_CNMeMe_CBFF_CF_CNHH,-912.216713,1.92,3.84,4.49,1.14,2.35,4.08,-0.36
CCN_COH_CNMeMe_CBFF_CF_CNMeMe,-990.80252,1.78,3.63,4.43,1.04,2.09,4.14,-0.3
CH_CCHHH_CCFFF_CNHH_CH_CNOO,-868.358355,3.75,3.93,4.35,2.64,2.68,2.85,-1.52
CH_CCHHH_CCFFF_CNHH_CH_CCN,-756.112756,3.75,4.39,5.29,2.53,2.81,4.68,-1.31
CH_CCHHH_CCFFF_CNHH_CH_CCFFF,-1000.925042,3.91,4.56,5.35,2.73,2.88,5.06,-1.55
CH_CCHHH_CCFFF_CNHH_CH_CCl,-1123.471009,3.88,4.53,5.01,2.56,2.99,4.97,-1.24
CH_CCHHH_CCFFF_CNHH_CH_CF,-763.108589,3.86,4.56,4.99,2.5,2.99,4.95,-1.14
CH_CCHHH_CCFFF_CNHH_CH_CBFF,-887.952269,3.77,4.45,5.3,2.67,2.77,4.53,-1.58
CH_CCHHH_CCFFF_CNHH_CH_CBHH,-689.306915,3.63,4.28,5.22,2.55,2.65,4.09,-1.46
CH_CCHHH_CCFFF_CNHH_CH_CH,-663.872852,3.78,4.54,5.07,2.62,2.8,5.02,-1.45
CH_CCHHH_CCFFF_CNHH_CH_CSiHHH,-954.550584,3.76,4.47,5.1,2.62,2.78,5.05,-1.49
CH_CCHHH_CCFFF_CNHH_CH_CCHHH,-703.180207,3.78,4.51,4.88,2.54,2.87,4.84,-1.31
CH_CCHHH_CCFFF_CNHH_CH_CSH,-1062.055853,3.56,4.37,4.53,2.28,2.93,4.5,-1
CH_CCHHH_CCFFF_CNHH_CH_COCHHH,-778.378924,3.82,4.52,4.84,2.48,2.98,4.81,-1.15
CH_CCHHH_CCFFF_CNHH_CH_COH,-739.09333,3.86,4.58,4.61,2.42,3.09,4.59,-0.98
CH_CCHHH_CCFFF_CNHH_CH_CNHH,-719.227687,3.58,4.34,4.52,2.19,3.07,4.33,-0.81
CH_CCHHH_CCFFF_CNHH_CH_CNMeMe,-797.814997,3.58,4.38,4.43,2.26,3.03,4.39,-0.93
CNOO_CCHHH_CCFFF_CNHH_CH_CNHH,-923.704409,2.52,3.58,3.93,1.33,2.52,2.61,-0.14
CCN_CCHHH_CCFFF_CNHH_CH_CNHH,-811.459365,2.93,4.12,4.59,1.6,2.71,4.58,-0.27
CCFFF_CCHHH_CCFFF_CNHH_CH_CNHH,-1056.26761,3.11,4.28,4.56,1.79,2.77,4.55,-0.46
CCl_CCHHH_CCFFF_CNHH_CH_CNHH,-1178.823465,3.36,4.42,4.49,2.05,2.97,4.49,-0.75
CF_CCHHH_CCFFF_CNHH_CH_CNHH,-818.470342,3.6,4.38,4.68,2.26,3.17,4.39,-0.93
CBFF_CCHHH_CCFFF_CNHH_CH_CNHH,-943.293039,2.74,3.74,4.52,1.35,2.51,4.52,0.03
CBHH_CCHHH_CCFFF_CNHH_CH_CNHH,-744.647098,3.37,4.65,4.96,2.18,3.2,4.64,-0.99
CCHHH_CCHHH_CCFFF_CNHH_CH_CNHH,-758.533062,3.46,4.28,4.34,2.12,3,4.29,-0.78
CSH_CCHHH_CCFFF_CNHH_CH_CNHH,-1117.409203,3.28,4.25,4.33,2.04,2.95,4.31,-0.8
COCHHH_CCHHH_CCFFF_CNHH_CH_CNHH,-833.740753,3.56,4.14,4.56,2.26,3.17,4.14,-0.96
COH_CCHHH_CCFFF_CNHH_CH_CNHH,-794.459939,3.67,4.3,4.56,2.4,3.23,4.31,-1.12
CNHH_CCHHH_CCFFF_CNHH_CH_CNHH,-774.589445,3.56,4.15,4.5,2.35,3.21,4.16,-1.13
CSiHHH_CCHHH_CCFFF_CNHH_CH_CNHH,-1009.895182,3.26,4.17,4.32,1.9,2.84,4.33,-0.54
CNMeMe_CCHHH_CCFFF_CNHH_CH_CNHH,-853.177508,3.54,3.91,4.34,2.41,3.26,3.91,-1.29
CBFF_CCHHH_CCFFF_CNOO_CH_CNHH,-1092.421404,2.53,3.85,4.33,1.43,2.77,2.99,-0.32
CBFF_CCHHH_CCFFF_CCN_CH_CNHH,-980.173389,2.41,4.35,5.25,1.3,2.74,4.48,-0.18
CBFF_CCHHH_CCFFF_CCFFF_CH_CNHH,-1224.981372,2.84,4.99,5.22,1.73,3.1,4.96,-0.63
CBFF_CCHHH_CCFFF_CCl_CH_CNHH,-1347.53289,2.68,4.35,5.07,1.55,2.79,4.69,-0.42
CBFF_CCHHH_CCFFF_CF_CH_CNHH,-987.171435,2.67,4.57,5,1.48,2.8,4.82,-0.29
CBFF_CCHHH_CCFFF_CBFF_CH_CNHH,-1112.010073,2.63,4.8,5.14,1.56,3.03,4.82,-0.49
CBFF_CCHHH_CCFFF_CBHH_CH_CNHH,-913.363693,2.46,4.43,4.53,1.4,2.88,4.19,-0.35
CBFF_CCHHH_CCFFF_CH_CH_CNHH,-887.934355,2.71,4.8,5.03,1.62,2.98,4.84,-0.52
CBFF_CCHHH_CCFFF_CSiHHH_CH_CNHH,-1178.609113,2.95,4.85,4.99,1.84,3.1,4.72,-0.73
CBFF_CCHHH_CCFFF_CCHHH_CH_CNHH,-927.238702,2.76,4.48,4.92,1.63,2.83,4.77,-0.49
CBFF_CCHHH_CCFFF_CSH_CH_CNHH,-1286.118443,3.01,4.13,4.77,1.79,2.83,4.58,-0.58
CBFF_CCHHH_CCFFF_COCHHH_CH_CNHH,-1002.440467,3.05,4.36,4.79,1.84,2.85,4.61,-0.63
CBFF_CCHHH_CCFFF_COH_CH_CNHH,-963.156246,2.9,4.23,4.79,1.62,2.75,4.75,-0.34
CBFF_CCHHH_CCFFF_CNMeMe_CH_CNHH,-1021.877807,3.08,3.96,4.36,1.81,2.83,4.34,-0.54
CBFF_CNOO_CCFFF_CNHH_CH_CNHH,-1108.503391,2.61,3.58,3.86,0.88,2.1,3.42,0.85
CBFF_CCN_CCFFF_CNHH_CH_CNHH,-996.224047,2.9,3.88,4.75,1.53,2.54,4.49,-0.16
CBFF_CCFFF_CCFFF_CNHH_CH_CNHH,-1241.033214,3.14,4.06,4.7,1.73,2.7,4.66,-0.32
CBFF_CCl_CCFFF_CNHH_CH_CNHH,-1363.582259,3.38,4.41,4.47,2.01,2.99,4.43,-0.65
CBFF_CF_CCFFF_CNHH_CH_CNHH,-1003.223001,2.94,3.97,4.62,1.51,2.73,4.61,-0.08
CBFF_CBFF_CCFFF_CNHH_CH_CNHH,-1128.06581,2.97,3.86,4.72,1.48,2.61,4.7,0.01
CBFF_CBHH_CCFFF_CNHH_CH_CNHH,-929.420946,2.92,3.88,4.61,1.52,2.63,4.57,-0.11
CBFF_CH_CCFFF_CNHH_CH_CNHH,-903.994539,3.04,3.92,4.63,1.54,2.67,4.62,-0.05
CBFF_CSiHHH_CCFFF_CNHH_CH_CNHH,-1194.66352,2.87,3.75,4.62,1.46,2.55,4.59,-0.05
CBFF_CSH_CCFFF_CNHH_CH_CNHH,-1302.178726,3.57,4.41,4.65,2.22,3.11,4.58,-0.87
CBFF_COCHHH_CCFFF_CNHH_CH_CNHH,-1018.508552,3.72,4.55,4.66,2.34,3.37,4.53,-0.95
CBFF_COH_CCFFF_CNHH_CH_CNHH,-979.21598,3.53,4.34,4.63,2.13,3.29,4.31,-0.74
CBFF_CNHH_CCFFF_CNHH_CH_CNHH,-959.373854,3.88,4.6,4.64,2.46,3.39,4.57,-1.05
CBFF_CNMeMe_CCFFF_CNHH_CH_CNHH,-1037.969905,3.84,4.59,4.62,2.45,3.36,4.56,-1.06
CBFF_CNOO_CCFFF_CNHH_CNOO_CNHH,-1313.000314,2.32,3.49,3.76,1.02,2.15,2.96,0.28
CBFF_CNOO_CCFFF_CNHH_CCN_CNHH,-1200.747769,2.51,3.46,3.8,1.02,2.07,3.32,0.46
CBFF_CNOO_CCFFF_CNHH_CCFFF_CNHH,-1445.555103,2.49,3.57,3.8,1.02,2.1,3.32,0.45
CBFF_CNOO_CCFFF_CNHH_CCl_CNHH,-1568.106724,2.68,3.52,3.89,0.9,2.11,3.44,0.89
CBFF_CNOO_CCFFF_CNHH_CF_CNHH,-1207.741709,2.77,3.64,3.93,0.86,2.17,3.5,1.04
CBFF_CNOO_CCFFF_CNHH_CBFF_CNHH,-1332.589472,2.33,3.48,3.76,0.9,2.09,3.28,0.54
CBFF_CNOO_CCFFF_CNHH_CBHH_CNHH,-1133.918954,2.04,3.74,3.83,0.35,2.16,3.06,1.33
CBFF_CNOO_CCFFF_CNHH_CSiHHH_CNHH,-1399.180302,2.55,3.49,3.81,0.91,2.07,3.36,0.73
CBFF_CNOO_CCFFF_CNHH_CCHHH_CNHH,-1147.813541,2.7,3.55,3.9,0.85,2.11,3.47,1
CBFF_CNOO_CCFFF_CNHH_CSH_CNHH,-1506.696108,2.65,3.42,3.87,0.97,2.09,3.42,0.7
CBFF_CNOO_CCFFF_CNHH_COCHHH_CNHH,-1223.019063,2.83,3.57,3.95,0.91,2.19,3.52,1.01
CBFF_CNOO_CCFFF_CNHH_COH_CNHH,-1183.735092,3.35,3.67,3.99,1.23,2.54,3.54,0.89
CBFF_CNOO_CCFFF_CNHH_CNHH_CNHH,-1163.863388,3,3.58,4.03,0.76,2.38,3.5,1.47
CBFF_CNOO_CCFFF_CNHH_CNMeMe_CNHH,-1242.450219,2.78,3.25,3.93,0.74,2.11,3.49,1.3
CCHHH_CNOO_CNMeMe_CNHH_CBFF_CCHHH,-928.637297,3.06,3.47,3.93,2.03,2.52,2.73,-1
CCHHH_CCN_CNMeMe_CNHH_CBFF_CCHHH,-816.398762,3.28,3.94,4.79,1.99,2.58,4.32,-0.69
CCHHH_CCFFF_CNMeMe_CNHH_CBFF_CCHHH,-1061.200066,3.37,3.97,4.63,2.01,2.67,4.17,-0.65
CCHHH_CCl_CNMeMe_CNHH_CBFF_CCHHH,-1183.748943,3.52,4.04,4.52,2.37,2.6,4.26,-1.21
CCHHH_CF_CNMeMe_CNHH_CBFF_CCHHH,-823.391578,3.51,4.19,4.75,2.41,2.59,4.69,-1.32
CCHHH_CBFF_CNMeMe_CNHH_CBFF_CCHHH,-948.227189,3.47,4.11,4.73,2.13,2.71,4.69,-0.8
CCHHH_CBHH_CNMeMe_CNHH_CBFF_CCHHH,-749.582442,2.98,3.62,4.42,1.65,2.4,3.8,-0.32
CCHHH_CH_CNMeMe_CNHH_CBFF_CCHHH,-724.155097,3.45,4.13,4.58,2.15,2.69,4.58,-0.86
CCHHH_CSiHHH_CNMeMe_CNHH_CBFF_CCHHH,-1014.823758,3.34,3.94,4.63,2.08,2.6,4.24,-0.82
CCHHH_CCHHH_CNMeMe_CNHH_CBFF_CCHHH,-763.452372,3.52,4.05,4.56,2.34,2.59,4.31,-1.15
CCHHH_CSH_CNMeMe_CNHH_CBFF_CCHHH,-1122.330902,3.46,3.93,4.36,2.22,2.63,4.09,-0.97
CCHHH_COCHHH_CNMeMe_CNHH_CBFF_CCHHH,-838.660263,3.44,4.09,4.65,2.34,2.55,4.59,-1.25
CCHHH_COH_CNMeMe_CNHH_CBFF_CCHHH,-799.369387,3.52,4.2,4.3,2.37,2.68,4.21,-1.22
CCHHH_CNHH_CNMeMe_CNHH_CBFF_CCHHH,-779.502957,3.44,4.22,4.4,2.28,2.81,4.38,-1.13
CCHHH_CNMeMe_CNMeMe_CNHH_CBFF_CCHHH,-858.085116,3.47,3.8,4.48,2.36,2.57,4.06,-1.26
CCHHH_CBHH_CNMeMe_CNOO_CBFF_CCHHH,-898.726679,2.34,3.53,3.8,1.45,2.15,3.29,-0.55
CCHHH_CBHH_CNMeMe_CCN_CBFF_CCHHH,-786.457247,3.11,4.1,4.6,1.87,2.69,3.66,-0.63
CCHHH_CBHH_CNMeMe_CCFFF_CBFF_CCHHH,-1031.263954,3.2,4.31,4.73,2.01,2.75,3.8,-0.82
CCHHH_CBHH_CNMeMe_CCl_CBFF_CCHHH,-1153.820119,3.34,4.18,4.66,1.99,2.79,3.82,-0.65
CCHHH_CBHH_CNMeMe_CF_CBFF_CCHHH,-793.463306,3.48,4.27,4.73,2.02,2.86,3.89,-0.56
CCHHH_CBHH_CNMeMe_CBFF_CBFF_CCHHH,-918.289772,3.01,4.03,4.59,1.88,2.58,3.62,-0.76
CCHHH_CBHH_CNMeMe_CBHH_CBFF_CCHHH,-719.643925,3.16,3.8,4.62,1.76,2.47,3.91,-0.37
CCHHH_CBHH_CNMeMe_CH_CBFF_CCHHH,-694.220384,3.26,3.97,4.78,1.87,2.55,3.94,-0.47
CCHHH_CBHH_CNMeMe_CSiHHH_CBFF_CCHHH,-984.884006,3.13,3.91,4.7,1.88,2.58,3.81,-0.62
CCHHH_CBHH_CNMeMe_CCHHH_CBFF_CCHHH,-733.521981,3.25,3.97,4.62,1.86,2.62,3.86,-0.48
CCHHH_CBHH_CNMeMe_CSH_CBFF_CCHHH,-1092.404755,3.28,4.24,4.7,2.1,2.77,3.77,-0.92
CCHHH_CBHH_CNMeMe_COCHHH_CBFF_CCHHH,-808.738612,3.47,4.22,4.63,2.09,2.83,3.75,-0.72
CCHHH_CBHH_CNMeMe_COH_CBFF_CCHHH,-769.451881,3.11,3.74,4.57,1.74,2.42,3.87,-0.36
CCHHH_CBHH_CNMeMe_CNMeMe_CBFF_CCHHH,-828.163565,2.75,3.56,3.89,1.64,2.44,3.4,-0.53
CCHHH_CBHH_CNMeMe_CNHH_CNOO_CCHHH,-729.994059,3.27,3.8,3.96,2.27,2.4,3.19,-1.27
CCHHH_CBHH_CNMeMe_CNHH_CCN_CCHHH,-617.754202,3.09,3.74,4.47,1.69,2.52,3.81,-0.28
CCHHH_CBHH_CNMeMe_CNHH_CCFFF_CCHHH,-862.557174,3.26,3.83,4.46,1.81,2.67,3.88,-0.37
CCHHH_CBHH_CNMeMe_CNHH_CCl_CCHHH,-985.108914,3.4,3.82,4.45,1.93,2.73,3.81,-0.46
CCHHH_CBHH_CNMeMe_CNHH_CF_CCHHH,-624.750109,3.48,3.95,4.36,1.96,2.86,3.77,-0.45
CCHHH_CBHH_CNMeMe_CNHH_CBHH_CCHHH,-550.964202,3.42,4.31,4.68,2.39,2.85,3.66,-1.35
CCHHH_CBHH_CNMeMe_CNHH_CH_CCHHH,-525.504683,3.34,3.84,4.32,1.83,2.71,3.8,-0.32
CCHHH_CBHH_CNMeMe_CNHH_CSiHHH_CCHHH,-816.178417,3.27,3.75,4.4,1.82,2.62,3.79,-0.36
CCHHH_CBHH_CNMeMe_CNHH_CCHHH_CCHHH,-564.810452,3.47,3.82,4.36,1.98,2.72,3.79,-0.5
CCHHH_CBHH_CNMeMe_CNHH_CSH_CCHHH,-923.692662,3.29,3.8,4.34,1.88,2.68,3.68,-0.46
CCHHH_CBHH_CNMeMe_CNHH_COCHHH_CCHHH,-640.019029,3.43,3.81,4.3,1.99,2.79,3.69,-0.55
CCHHH_CBHH_CNMeMe_CNHH_COH_CCHHH,-600.736042,3.53,3.89,4.19,2.07,2.86,3.71,-0.6
CCHHH_CBHH_CNMeMe_CNHH_CNHH_CCHHH,-580.865214,3.37,3.95,4.19,2.08,2.8,3.48,-0.79
CCHHH_CBHH_CNMeMe_CNHH_CNMeMe_CCHHH,-659.448542,3.32,3.73,4.29,1.93,2.69,3.68,-0.53
CCHHH_CBHH_CNOO_CNHH_CCN_CCHHH,-688.335671,3.78,4.06,4.21,2.54,2.71,3.28,-1.3
CCHHH_CBHH_CCN_CNHH_CCN_CCHHH,-576.056015,3.55,3.65,5.1,2.21,2.39,4.53,-0.87
CCHHH_CBHH_CCFFF_CNHH_CCN_CCHHH,-820.862819,3.92,4.31,4.34,2.6,2.99,4.24,-1.28
CCHHH_CBHH_CCl_CNHH_CCN_CCHHH,-943.414609,3.47,3.67,5.11,2.08,2.42,4.47,-0.68
CCHHH_CBHH_CF_CNHH_CCN_CCHHH,-583.054002,3.56,3.8,5.23,2.08,2.49,4.52,-0.59
CCHHH_CBHH_CBFF_CNHH_CCN_CCHHH,-707.889202,3.82,4.23,4.31,2.55,2.99,4.2,-1.28
CCHHH_CBHH_CBHH_CNHH_CCN_CCHHH,-509.243528,3.36,3.63,4.82,2.14,2.35,4.05,-0.93
CCHHH_CBHH_CH_CNHH_CCN_CCHHH,-483.813114,3.58,3.77,5.24,2.21,2.4,4.69,-0.84
CCHHH_CBHH_CSiHHH_CNHH_CCN_CCHHH,-774.48746,3.48,3.61,5.06,2.17,2.31,4.51,-0.86
CCHHH_CBHH_CCHHH_CNHH_CCN_CCHHH,-523.120454,3.52,3.68,5.13,2.1,2.39,4.48,-0.68
CCHHH_CBHH_CSH_CNHH_CCN_CCHHH,-882.000509,3.13,3.63,4.67,1.8,2.4,4.07,-0.47
CCHHH_CBHH_COCHHH_CNHH_CCN_CCHHH,-598.322179,3.52,3.72,4.92,2.06,2.43,4.45,-0.61
CCHHH_CBHH_COH_CNHH_CCN_CCHHH,-559.044308,3.29,3.78,4.85,1.79,2.48,4.12,-0.29
CCHHH_CBHH_CNHH_CNHH_CCN_CCHHH,-539.174142,3.11,3.78,4.57,1.62,2.51,3.9,-0.13
CNOO_CBHH_CNHH_CNHH_CCN_CCHHH,-704.346979,1.43,3.06,3.87,0.64,1.73,2.54,0.16
CCN_CBHH_CNHH_CNHH_CCN_CCHHH,-592.094421,2.98,3.76,4.39,1.44,2.42,3.67,0.1
